Geographic Name,Race Origin,Income Level,Year,Measure Names,Measure Values
Hancock County,  White alone,Median Household Income,2012-2016,Estimate,54925
Hancock County,Total,Median Household Income,2012-2016,Estimate,54813
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Margin of Error (+/-),5058
Hancock County,Hispanic or Latino origin,Median Household Income,2007-2011,Margin of Error (+/-),14750
Hancock County,  Two or more races,Median Household Income,2007-2011,Margin of Error (+/-),
Hancock County,  Some other race alone,Median Household Income,2007-2011,Margin of Error (+/-),34027
Hancock County,  Asian alone,Median Household Income,2007-2011,Margin of Error (+/-),41175
Hancock County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Margin of Error (+/-),631
Hancock County,  Black/African American alone,Median Household Income,2007-2011,Margin of Error (+/-),
Hancock County,  White alone,Median Household Income,2007-2011,Margin of Error (+/-),4748
Hancock County,Total,Median Household Income,2007-2011,Margin of Error (+/-),4322
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Estimate,49531
Hancock County,Hispanic or Latino origin,Median Household Income,2007-2011,Estimate,26250
Hancock County,  Two or more races,Median Household Income,2007-2011,Estimate,
Hancock County,  Some other race alone,Median Household Income,2007-2011,Estimate,7500
Hancock County,  Asian alone,Median Household Income,2007-2011,Estimate,35000
Hancock County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Estimate,73594
Hancock County,  Black/African American alone,Median Household Income,2007-2011,Estimate,
Hancock County,  White alone,Median Household Income,2007-2011,Estimate,49308
Hancock County,Total,Median Household Income,2007-2011,Estimate,48996
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Margin of Error (+/-),7679
Hancock County,Hispanic or Latino origin,Median Family Income,2017-2021,Margin of Error (+/-),20691
Hancock County,  Two or more races,Median Family Income,2017-2021,Margin of Error (+/-),27492
Hancock County,  Some other race alone,Median Family Income,2017-2021,Margin of Error (+/-),1169
Hancock County,  Asian alone,Median Family Income,2017-2021,Margin of Error (+/-),
Hancock County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Margin of Error (+/-),
Hancock County,  Black/African American alone,Median Family Income,2017-2021,Margin of Error (+/-),
Hancock County,  White alone,Median Family Income,2017-2021,Margin of Error (+/-),7051
Hancock County,Total,Median Family Income,2017-2021,Margin of Error (+/-),8272
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Estimate,78605
Hancock County,Hispanic or Latino origin,Median Family Income,2017-2021,Estimate,74167
Hancock County,  Two or more races,Median Family Income,2017-2021,Estimate,125050
Hancock County,  Some other race alone,Median Family Income,2017-2021,Estimate,36250
Hancock County,  Asian alone,Median Family Income,2017-2021,Estimate,
Hancock County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Estimate,
Hancock County,  Black/African American alone,Median Family Income,2017-2021,Estimate,
Hancock County,  White alone,Median Family Income,2017-2021,Estimate,78342
Hancock County,Total,Median Family Income,2017-2021,Estimate,77622
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Margin of Error (+/-),3642
Hancock County,Hispanic or Latino origin,Median Family Income,2012-2016,Margin of Error (+/-),16053
Hancock County,  Two or more races,Median Family Income,2012-2016,Margin of Error (+/-),16299
Hancock County,  Some other race alone,Median Family Income,2012-2016,Margin of Error (+/-),
Hancock County,  Asian alone,Median Family Income,2012-2016,Margin of Error (+/-),
Hancock County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Margin of Error (+/-),
Hancock County,  Black/African American alone,Median Family Income,2012-2016,Margin of Error (+/-),
Hancock County,  White alone,Median Family Income,2012-2016,Margin of Error (+/-),3433
Hancock County,Total,Median Family Income,2012-2016,Margin of Error (+/-),3463
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Estimate,66727
Hancock County,Hispanic or Latino origin,Median Family Income,2012-2016,Estimate,33438
Hancock County,  Two or more races,Median Family Income,2012-2016,Estimate,25750
Hancock County,  Some other race alone,Median Family Income,2012-2016,Estimate,
Hancock County,  Asian alone,Median Family Income,2012-2016,Estimate,
Hancock County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Estimate,
Hancock County,  Black/African American alone,Median Family Income,2012-2016,Estimate,
Hancock County,  White alone,Median Family Income,2012-2016,Estimate,65979
Hancock County,Total,Median Family Income,2012-2016,Estimate,66044
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Margin of Error (+/-),4089
Hancock County,Hispanic or Latino origin,Median Family Income,2007-2011,Margin of Error (+/-),38446
Hancock County,  Two or more races,Median Family Income,2007-2011,Margin of Error (+/-),
Hancock County,  Some other race alone,Median Family Income,2007-2011,Margin of Error (+/-),36407
Hancock County,  Asian alone,Median Family Income,2007-2011,Margin of Error (+/-),
Hancock County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Margin of Error (+/-),631
Hancock County,  Black/African American alone,Median Family Income,2007-2011,Margin of Error (+/-),
Hancock County,  White alone,Median Family Income,2007-2011,Margin of Error (+/-),4163
Hancock County,Total,Median Family Income,2007-2011,Margin of Error (+/-),4290
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Estimate,59055
Hancock County,Hispanic or Latino origin,Median Family Income,2007-2011,Estimate,18750
Hancock County,  Two or more races,Median Family Income,2007-2011,Estimate,
Hancock County,  Some other race alone,Median Family Income,2007-2011,Estimate,4323
Hancock County,  Asian alone,Median Family Income,2007-2011,Estimate,
Hancock County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Estimate,73594
Hancock County,  Black/African American alone,Median Family Income,2007-2011,Estimate,
Hancock County,  White alone,Median Family Income,2007-2011,Estimate,58693
Hancock County,Total,Median Family Income,2007-2011,Estimate,58448
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3033
Hancock County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Margin of Error (+/-),4024
Hancock County,  Two or more races,Median Nonfamily Income,2017-2021,Margin of Error (+/-),16685
Hancock County,  Some other race alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Hancock County,  Asian alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Hancock County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Hancock County,  Black/African American alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Hancock County,  White alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),2682
Hancock County,Total,Median Nonfamily Income,2017-2021,Margin of Error (+/-),2756
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Estimate,40974
Hancock County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Estimate,38971
Hancock County,  Two or more races,Median Nonfamily Income,2017-2021,Estimate,63194
Hancock County,  Some other race alone,Median Nonfamily Income,2017-2021,Estimate,
Hancock County,  Asian alone,Median Nonfamily Income,2017-2021,Estimate,
Hancock County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Estimate,
Hancock County,  Black/African American alone,Median Nonfamily Income,2017-2021,Estimate,
Hancock County,  White alone,Median Nonfamily Income,2017-2021,Estimate,40842
Hancock County,Total,Median Nonfamily Income,2017-2021,Estimate,41046
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Margin of Error (+/-),2595
Hancock County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Margin of Error (+/-),32574
Hancock County,  Two or more races,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Hancock County,  Some other race alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Hancock County,  Asian alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Hancock County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Hancock County,  Black/African American alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Hancock County,  White alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),2565
Hancock County,Total,Median Nonfamily Income,2012-2016,Margin of Error (+/-),2779
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Estimate,30261
Hancock County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Estimate,34500
Hancock County,  Two or more races,Median Nonfamily Income,2012-2016,Estimate,
Hancock County,  Some other race alone,Median Nonfamily Income,2012-2016,Estimate,
Hancock County,  Asian alone,Median Nonfamily Income,2012-2016,Estimate,
Hancock County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Estimate,
Hancock County,  Black/African American alone,Median Nonfamily Income,2012-2016,Estimate,
Hancock County,  White alone,Median Nonfamily Income,2012-2016,Estimate,30283
Hancock County,Total,Median Nonfamily Income,2012-2016,Estimate,30196
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3888
Hancock County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Margin of Error (+/-),17766
Hancock County,  Two or more races,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Hancock County,  Some other race alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),17766
Hancock County,  Asian alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Hancock County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Hancock County,  Black/African American alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Hancock County,  White alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3888
Hancock County,Total,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3506
Hancock County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Estimate,
Hancock County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Estimate,28692
Hancock County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Estimate,28393
Hancock County,  Two or more races,Median Nonfamily Income,2007-2011,Estimate,
Hancock County,  Some other race alone,Median Nonfamily Income,2007-2011,Estimate,28393
Hancock County,  Asian alone,Median Nonfamily Income,2007-2011,Estimate,
Hancock County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Estimate,
Hancock County,  Black/African American alone,Median Nonfamily Income,2007-2011,Estimate,
Hancock County,  White alone,Median Nonfamily Income,2007-2011,Estimate,28692
Hancock County,Total,Median Nonfamily Income,2007-2011,Estimate,28350
Hancock County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Hancock County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Margin of Error (+/-),1663
Hancock County,Hispanic or Latino origin,Per Capita Income,2017-2021,Margin of Error (+/-),4078
Hancock County,  Two or more races,Per Capita Income,2017-2021,Margin of Error (+/-),8217
Hancock County,  Some other race alone,Per Capita Income,2017-2021,Margin of Error (+/-),6770
